Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,OrgIncomeBucket,DeptAvgIncome,RelIncomeRatio,DeptIncomeBucket,Gender_Marital,RoleTenureBand,RecentPromotion,Promo_AgeBand,EducationLevel,EnvSatLevel,CommuteBand,JobHopperBand,MgrTenureBand,Attrition
32,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,3,3,1,8,3,2,5,2,0,3,29-33,1k-5k,6959.17264573991,0.6326901521397543,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_29-33,Masters,Medium,12-17 km,2-3,3–5 yrs,No
30,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,9,No,3,2,1,10,3,2,5,4,0,3,29-33,1k-5k,6281.252861602497,0.5987658963693557,Below Avg,Male_Divorced,3-5 yrs,Yes,Yes_29-33,Masters,Medium,0-5 km,6+,3–5 yrs,No
53,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,7,Yes,3,4,1,35,3,3,5,2,0,4,49-54,11k-15k,6959.17264573991,1.571163780035447,Above Avg,Female_Married,0-2 yrs,Yes,Yes_49-54,College,Low,6-11 km,6+,3–5 yrs,No
45,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,4,Yes,3,3,1,18,2,3,5,4,0,2,44-48,11k-15k,6959.17264573991,1.5463045031060405,Above Avg,Male_Divorced,3-5 yrs,Yes,Yes_44-48,Bachelors,Very High,6-11 km,4-5,0–2 yrs,No
32,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,5175,5,No,3,3,1,9,3,2,5,3,1,3,29-33,6k-10k,6281.252861602497,0.823880221672804,Below Avg,Female_Married,3-5 yrs,Yes,Yes_29-33,College,High,6-11 km,4-5,3–5 yrs,No
52,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,13826,3,No,4,3,0,31,3,3,9,8,0,0,49-54,11k-15k,6281.252861602497,2.2011532260576208,Above Avg,Female_Married,6-8 yrs,Yes,Yes_49-54,Masters,High,18+ km,2-3,0–2 yrs,No
37,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,4,No,3,4,2,9,2,3,1,0,0,0,34-38,6k-10k,6959.17264573991,0.9101656651494898,Around Avg,Male_Divorced,,Yes,Yes_34-38,Masters,Very High,12-17 km,4-5,0–2 yrs,No
28,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,1,No,3,4,1,6,6,3,5,1,0,4,24-28,1k-5k,6654.507936507936,0.7417528158498595,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_24-28,College,Medium,6-11 km,0-1,3–5 yrs,No
22,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,4775,6,No,4,1,2,4,2,1,2,2,2,2,18-23,1k-5k,6281.252861602497,0.7601986586449544,Below Avg,Male_Married,0-2 yrs,Yes,Yes_18-23,College,Very High,0-5 km,6+,0–2 yrs,No
44,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,2818,2,Yes,4,3,1,10,2,2,3,2,0,2,44-48,1k-5k,6281.252861602497,0.4486366115312003,Below Avg,Male_Married,0-2 yrs,Yes,Yes_44-48,Masters,Low,6-11 km,2-3,0–2 yrs,No
42,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,1,Research Scientist,4,Single,2515,5,Yes,3,4,0,8,2,3,2,1,2,2,39-43,1k-5k,6281.252861602497,0.4003978275376043,Below Avg,Male_Single,0-2 yrs,Yes,Yes_39-43,Below College,Medium,0-5 km,4-5,0–2 yrs,No
36,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,2342,0,No,4,3,0,6,3,3,5,4,0,3,34-38,1k-5k,6654.507936507936,0.35194187494334905,Below Avg,Male_Married,3-5 yrs,Yes,Yes_34-38,Bachelors,Low,6-11 km,,3–5 yrs,No
25,Travel_Rarely,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,4194,1,Yes,3,4,0,5,3,3,5,3,0,3,24-28,1k-5k,6959.17264573991,0.6026578464851532,Below Avg,Male_Married,3-5 yrs,Yes,Yes_24-28,Below College,High,0-5 km,0-1,3–5 yrs,No
35,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,10685,1,Yes,4,2,1,17,2,3,17,14,5,15,34-38,11k-15k,6281.252861602497,1.701093752381432,Above Avg,Female_Married,12+ yrs,No,No_34-38,Bachelors,Very High,6-11 km,0-1,10+ yrs,No
35,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,2022,1,Yes,3,1,1,10,3,2,10,2,7,8,34-38,1k-5k,6281.252861602497,0.3219103011057797,Below Avg,Female_Divorced,0-2 yrs,No,No_34-38,Masters,Very High,18+ km,0-1,6–10 yrs,Yes
32,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,2314,0,No,3,2,1,4,2,3,3,0,0,2,29-33,1k-5k,6281.252861602497,0.3683978421161098,Below Avg,Male_Divorced,,Yes,Yes_29-33,Bachelors,Very High,0-5 km,,0–2 yrs,No
25,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,4256,1,No,3,1,0,5,1,4,5,2,0,3,24-28,1k-5k,6959.17264573991,0.611566951511877,Below Avg,Male_Married,0-2 yrs,Yes,Yes_24-28,Below College,High,0-5 km,0-1,3–5 yrs,No
49,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,2,No,3,2,1,7,2,3,4,2,0,2,49-54,1k-5k,6281.252861602497,0.5699499890992538,Below Avg,Female_Married,0-2 yrs,Yes,Yes_49-54,Bachelors,High,0-5 km,2-3,0–2 yrs,No
24,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,3162,0,No,3,4,0,6,2,2,5,2,3,4,24-28,1k-5k,6281.252861602497,0.5034027557351509,Below Avg,Male_Married,0-2 yrs,No,No_24-28,Below College,Low,0-5 km,,3–5 yrs,No
32,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,1,No,3,4,1,10,3,3,10,8,5,3,29-33,6k-10k,6959.17264573991,0.9374677611991272,Around Avg,Male_Married,6-8 yrs,No,No_29-33,College,Medium,0-5 km,0-1,3–5 yrs,No
38,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,0,No,3,4,1,3,3,3,2,2,1,2,34-38,1k-5k,6959.17264573991,0.41657250762051956,Below Avg,Male_Married,0-2 yrs,Yes,Yes_34-38,Bachelors,Medium,6-11 km,,0–2 yrs,No
42,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,5231,2,Yes,3,2,1,17,1,2,5,3,1,3,39-43,6k-10k,6281.252861602497,0.832795640496703,Below Avg,Female_Married,3-5 yrs,Yes,Yes_39-43,Bachelors,High,0-5 km,2-3,3–5 yrs,No
31,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,3,Yes,3,2,1,8,2,3,6,4,0,2,29-33,1k-5k,6281.252861602497,0.37508440623403405,Below Avg,Male_Married,3-5 yrs,Yes,Yes_29-33,Masters,Very High,6-11 km,2-3,0–2 yrs,No
29,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,6,Yes,3,3,3,5,3,3,3,2,0,2,29-33,1k-5k,6959.17264573991,0.40234667862623485,Below Avg,Female_Divorced,0-2 yrs,Yes,Yes_29-33,Bachelors,Medium,0-5 km,6+,0–2 yrs,Yes
53,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,5,No,3,3,1,28,3,3,2,0,2,2,49-54,11k-15k,6959.17264573991,1.7007768886500412,Above Avg,Male_Married,,Yes,Yes_49-54,Bachelors,Low,6-11 km,4-5,0–2 yrs,No
35,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,3,No,3,1,0,16,2,3,13,10,4,8,34-38,11k-15k,6281.252861602497,1.73580020423161,Above Avg,Male_Married,9-11 yrs,No,No_34-38,Bachelors,Very High,18+ km,2-3,6–10 yrs,No
37,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,5,No,3,2,1,10,3,3,5,4,0,0,34-38,1k-5k,6959.17264573991,0.4272059555556415,Below Avg,Female_Married,3-5 yrs,Yes,Yes_34-38,College,High,18+ km,4-5,0–2 yrs,No
53,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,Single,14275,6,No,3,3,0,33,0,3,12,9,3,8,49-54,11k-15k,6281.252861602497,2.272635780556382,Above Avg,Female_Single,9-11 yrs,No,No_49-54,Masters,Very High,18+ km,6+,6–10 yrs,No
43,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,5562,4,No,3,2,1,12,2,2,5,2,2,2,39-43,6k-10k,6281.252861602497,0.8854921339022485,Below Avg,Female_Married,0-2 yrs,Yes,Yes_39-43,Bachelors,Very High,0-5 km,4-5,0–2 yrs,No
47,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,0,Yes,4,1,1,8,2,3,7,6,7,7,44-48,1k-5k,6959.17264573991,0.651945314616867,Below Avg,Female_Married,6-8 yrs,No,No_44-48,College,High,0-5 km,,6–10 yrs,No
37,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,1,Yes,3,4,0,10,2,3,10,0,0,9,34-38,6k-10k,6959.17264573991,1.098119042164888,Around Avg,Male_Single,,Yes,Yes_34-38,College,Low,18+ km,0-1,6–10 yrs,No
50,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,17924,1,No,3,4,1,31,3,3,31,6,14,7,49-54,16k-20k,6281.252861602497,2.85357083927794,Above Avg,Male_Divorced,6-8 yrs,No,No_49-54,Masters,Low,0-5 km,0-1,6–10 yrs,No
39,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,5204,8,No,3,3,2,13,2,3,5,4,0,4,39-43,6k-10k,6654.507936507936,0.782026266953539,Below Avg,Female_Married,3-5 yrs,Yes,Yes_39-43,Bachelors,Very High,0-5 km,6+,3–5 yrs,No
33,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,2277,3,Yes,3,3,1,7,4,4,4,3,0,3,29-33,1k-5k,6654.507936507936,0.3421740603099939,Below Avg,Male_Divorced,3-5 yrs,Yes,Yes_29-33,College,Very High,0-5 km,2-3,3–5 yrs,No
32,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2795,1,Yes,4,3,0,1,2,1,1,0,0,1,29-33,1k-5k,6281.252861602497,0.44497492165709895,Below Avg,Male_Single,,Yes,Yes_29-33,Masters,Low,18+ km,0-1,0–2 yrs,Yes
29,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,2532,6,No,3,3,3,8,5,3,4,3,0,3,29-33,1k-5k,6281.252861602497,0.4031042939662879,Below Avg,Female_Divorced,3-5 yrs,Yes,Yes_29-33,Below College,Low,6-11 km,6+,3–5 yrs,No
44,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,2559,1,Yes,3,4,0,8,0,3,8,7,7,1,44-48,1k-5k,6281.252861602497,0.4074027994706677,Below Avg,Male_Married,6-8 yrs,No,No_44-48,College,Medium,6-11 km,0-1,0–2 yrs,No
28,Travel_Rarely,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,1,No,3,2,0,4,3,3,4,2,0,2,24-28,1k-5k,6959.17264573991,0.7052562495348431,Below Avg,Male_Single,0-2 yrs,Yes,Yes_24-28,Masters,Low,0-5 km,0-1,0–2 yrs,No
43,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,4765,4,No,4,3,1,4,2,4,1,0,0,0,39-43,1k-5k,6281.252861602497,0.7586066195692581,Below Avg,Female_Divorced,,Yes,Yes_39-43,Bachelors,Low,6-11 km,4-5,0–2 yrs,No
20,Travel_Rarely,Sales,2,3,Medical,3,Female,2,1,Sales Representative,3,Single,2044,1,No,3,4,0,2,3,2,2,2,0,2,18-23,1k-5k,6959.17264573991,0.2937130753971514,Below Avg,Female_Single,0-2 yrs,Yes,Yes_18-23,Bachelors,High,0-5 km,0-1,0–2 yrs,Yes
21,Travel_Rarely,Research & Development,18,1,Other,4,Female,3,1,Research Scientist,4,Single,2693,1,No,3,1,0,1,3,2,1,0,0,0,18-23,1k-5k,6281.252861602497,0.4287361230849973,Below Avg,Female_Single,,Yes,Yes_18-23,Below College,Very High,18+ km,0-1,0–2 yrs,Yes
36,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,6586,0,Yes,3,1,1,17,2,2,16,8,4,11,34-38,6k-10k,6281.252861602497,1.0485169352535435,Around Avg,Male_Married,6-8 yrs,No,No_34-38,Below College,High,12-17 km,,10+ yrs,No
47,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,1,Yes,3,1,0,3,3,2,3,2,1,2,44-48,1k-5k,6959.17264573991,0.473332128355292,Below Avg,Female_Single,0-2 yrs,Yes,Yes_44-48,Masters,Very High,0-5 km,0-1,0–2 yrs,No
22,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,4171,0,Yes,3,1,1,4,3,4,3,2,0,2,18-23,1k-5k,6281.252861602497,0.6640394984729016,Below Avg,Female_Married,0-2 yrs,Yes,Yes_18-23,Below College,Medium,0-5 km,,0–2 yrs,Yes
41,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,Divorced,2778,4,Yes,3,3,1,10,1,2,7,7,1,0,39-43,1k-5k,6281.252861602497,0.44226845522841535,Below Avg,Female_Divorced,6-8 yrs,Yes,Yes_39-43,Masters,Medium,0-5 km,4-5,0–2 yrs,Yes
28,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2377,5,No,3,2,1,6,2,3,2,2,2,2,24-28,1k-5k,6281.252861602497,0.37842768829299617,Below Avg,Female_Divorced,0-2 yrs,Yes,Yes_24-28,Bachelors,High,6-11 km,4-5,0–2 yrs,No
39,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,2404,7,Yes,4,4,0,8,2,1,2,2,2,2,39-43,1k-5k,6281.252861602497,0.382726193797376,Below Avg,Male_Married,0-2 yrs,Yes,Yes_39-43,Bachelors,Very High,6-11 km,6+,0–2 yrs,Yes
27,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,2318,1,No,3,3,0,1,2,3,1,1,0,0,24-28,1k-5k,6281.252861602497,0.36903465774638833,Below Avg,Female_Single,0-2 yrs,Yes,Yes_24-28,Bachelors,Medium,0-5 km,0-1,0–2 yrs,No
34,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,2008,1,No,3,2,2,1,3,3,1,0,1,0,34-38,1k-5k,6281.252861602497,0.3196814463998049,Below Avg,Male_Divorced,,Yes,Yes_34-38,Bachelors,Medium,6-11 km,0-1,0–2 yrs,No
42,Travel_Rarely,Sales,14,2,Medical,3,Female,2,2,Sales Executive,3,Single,6244,7,No,3,1,0,10,6,3,5,4,0,3,39-43,6k-10k,6959.17264573991,0.8972330933365037,Below Avg,Female_Single,3-5 yrs,Yes,Yes_39-43,College,High,12-17 km,6+,3–5 yrs,No
33,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,Single,2799,3,Yes,3,2,0,6,1,3,3,2,0,2,29-33,1k-5k,6281.252861602497,0.44561173728737746,Below Avg,Male_Single,0-2 yrs,Yes,Yes_29-33,Masters,High,0-5 km,2-3,0–2 yrs,No
31,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,2329,3,No,3,2,0,13,2,4,7,7,5,2,29-33,1k-5k,6959.17264573991,0.33466621947160746,Below Avg,Male_Married,6-8 yrs,No,No_29-33,Masters,Medium,6-11 km,2-3,0–2 yrs,No
35,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,4014,1,Yes,4,4,1,10,2,1,10,6,0,7,34-38,1k-5k,6281.252861602497,0.6390444849844705,Below Avg,Female_Married,6-8 yrs,Yes,Yes_34-38,Below College,Very High,18+ km,0-1,6–10 yrs,No
49,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,Married,7403,4,No,3,3,1,29,3,2,26,9,1,7,49-54,6k-10k,6281.252861602497,1.1785865277379262,Above Avg,Female_Married,9-11 yrs,Yes,Yes_49-54,College,Low,6-11 km,4-5,6–10 yrs,No
48,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,1,Research Scientist,3,Married,2259,4,No,3,1,2,13,2,2,0,0,0,0,44-48,1k-5k,6281.252861602497,0.35964162719978054,Below Avg,Male_Married,,Yes,Yes_44-48,Masters,Very High,18+ km,4-5,0–2 yrs,No
31,Non-Travel,Sales,20,2,Marketing,4,Female,3,2,Sales Executive,3,Married,6932,1,No,3,4,1,9,2,2,9,8,0,0,29-33,6k-10k,6959.17264573991,0.9960954200846642,Around Avg,Female_Married,6-8 yrs,Yes,Yes_29-33,College,Very High,18+ km,0-1,0–2 yrs,No
36,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,4678,2,No,3,3,0,8,6,3,6,2,0,1,34-38,1k-5k,6281.252861602497,0.7447558796107009,Below Avg,Male_Single,0-2 yrs,Yes,Yes_34-38,Masters,Medium,6-11 km,2-3,0–2 yrs,No
38,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,3,Research Director,1,Married,13582,1,No,3,2,1,15,3,3,15,12,5,11,34-38,11k-15k,6281.252861602497,2.1623074726106326,Above Avg,Female_Married,12+ yrs,No,No_34-38,Bachelors,Very High,0-5 km,0-1,10+ yrs,No
32,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,2332,6,No,4,3,0,5,3,3,3,0,0,2,29-33,1k-5k,6281.252861602497,0.37126351245236305,Below Avg,Female_Married,,Yes,Yes_29-33,Bachelors,High,0-5 km,6+,0–2 yrs,No
25,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,1,Sales Representative,2,Married,2413,1,Yes,3,3,3,1,2,3,1,0,0,0,24-28,1k-5k,6959.17264573991,0.3467366198303945,Below Avg,Male_Married,,Yes,Yes_24-28,College,High,18+ km,0-1,0–2 yrs,Yes
40,Travel_Rarely,Sales,10,4,Marketing,1,Male,2,3,Sales Executive,2,Divorced,9705,2,No,3,2,1,11,2,2,1,0,0,0,39-43,6k-10k,6959.17264573991,1.3945623271670033,Above Avg,Male_Divorced,,Yes,Yes_39-43,Masters,Low,6-11 km,2-3,0–2 yrs,No
26,Travel_Frequently,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,Single,4294,1,No,3,2,0,7,2,3,7,7,0,7,24-28,1k-5k,6959.17264573991,0.6170273707218045,Below Avg,Male_Single,6-8 yrs,Yes,Yes_24-28,Bachelors,High,0-5 km,0-1,6–10 yrs,No
41,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Single,4721,2,Yes,3,3,0,20,3,3,18,13,2,17,39-43,1k-5k,6281.252861602497,0.7516016476361947,Below Avg,Male_Single,12+ yrs,Yes,Yes_39-43,Bachelors,Very High,6-11 km,2-3,10+ yrs,No
36,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,2519,4,No,4,3,0,16,6,3,11,8,3,9,34-38,1k-5k,6281.252861602497,0.40103464316788273,Below Avg,Male_Single,6-8 yrs,No,No_34-38,Masters,High,0-5 km,4-5,6–10 yrs,No
19,Travel_Rarely,Sales,21,3,Other,4,Male,2,1,Sales Representative,2,Single,2121,1,Yes,3,2,0,1,3,4,1,0,0,0,18-23,1k-5k,6959.17264573991,0.3047776090593729,Below Avg,Male_Single,,Yes,Yes_18-23,Bachelors,Very High,18+ km,0-1,0–2 yrs,Yes
20,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,2973,1,No,3,2,0,1,2,3,1,0,0,0,18-23,1k-5k,6281.252861602497,0.47331321720449204,Below Avg,Male_Single,,Yes,Yes_18-23,Bachelors,Low,0-5 km,0-1,0–2 yrs,Yes
31,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,5855,0,Yes,3,3,2,10,2,1,9,7,8,5,29-33,6k-10k,6281.252861602497,0.9321388788201482,Around Avg,Female_Married,6-8 yrs,No,No_29-33,Bachelors,Very High,12-17 km,,3–5 yrs,No
40,Travel_Frequently,Research & Development,9,4,Medical,4,Male,3,1,Research Scientist,2,Divorced,3617,8,Yes,3,4,1,3,2,3,1,1,0,0,39-43,1k-5k,6281.252861602497,0.5758405336793299,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_39-43,Masters,Very High,6-11 km,6+,0–2 yrs,No
32,Travel_Rarely,Research & Development,3,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,6725,1,No,3,3,1,8,2,4,8,7,6,3,29-33,6k-10k,6281.252861602497,1.0706462784057211,Around Avg,Female_Married,6-8 yrs,No,No_29-33,Masters,High,0-5 km,0-1,3–5 yrs,No
36,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,10325,1,Yes,3,1,1,16,6,3,16,7,3,7,34-38,11k-15k,6959.17264573991,1.483653377434241,Above Avg,Male_Married,6-8 yrs,No,No_34-38,Below College,High,0-5 km,0-1,6–10 yrs,Yes
33,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,Single,6949,0,No,3,1,0,6,3,3,5,0,1,4,29-33,6k-10k,6281.252861602497,1.106307953701317,Above Avg,Female_Single,,Yes,Yes_29-33,Bachelors,Medium,0-5 km,,3–5 yrs,No
37,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,10609,5,No,3,3,0,17,2,1,14,1,11,7,34-38,11k-15k,6959.17264573991,1.5244628262663305,Above Avg,Male_Married,0-2 yrs,No,No_34-38,Masters,Low,0-5 km,4-5,6–10 yrs,Yes
45,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,4447,1,No,3,2,0,9,5,2,9,7,0,8,44-48,1k-5k,6281.252861602497,0.7079797769621178,Below Avg,Male_Married,6-8 yrs,Yes,Yes_44-48,College,High,0-5 km,0-1,6–10 yrs,No
29,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,2157,1,No,3,2,1,3,5,3,3,1,0,2,29-33,1k-5k,6959.17264573991,0.30995063778456733,Below Avg,Female_Married,0-2 yrs,Yes,Yes_29-33,Bachelors,High,18+ km,0-1,0–2 yrs,No
35,Travel_Rarely,Sales,18,3,Medical,3,Female,3,2,Sales Executive,3,Married,4601,1,No,3,2,0,5,3,3,5,2,1,0,34-38,1k-5k,6959.17264573991,0.6611418101283237,Below Avg,Female_Married,0-2 yrs,Yes,Yes_34-38,Bachelors,High,18+ km,0-1,0–2 yrs,No
52,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,4,Manager,4,Married,17099,2,No,3,2,1,26,2,2,9,8,7,8,49-54,16k-20k,6281.252861602497,2.7222276155330003,Above Avg,Male_Married,6-8 yrs,No,No_49-54,College,Very High,0-5 km,2-3,6–10 yrs,No
53,Travel_Rarely,Sales,2,2,Medical,3,Male,3,4,Manager,3,Divorced,14852,6,No,3,3,1,22,3,4,17,13,15,2,49-54,11k-15k,6959.17264573991,2.1341617396274426,Above Avg,Male_Divorced,12+ yrs,No,No_49-54,College,High,0-5 km,6+,0–2 yrs,No
30,Travel_Rarely,Sales,8,2,Other,3,Male,3,3,Sales Executive,3,Divorced,7264,5,No,3,1,1,10,2,4,8,4,7,7,29-33,6k-10k,6959.17264573991,1.0438022405503464,Around Avg,Male_Divorced,3-5 yrs,No,No_29-33,College,High,6-11 km,4-5,6–10 yrs,No
38,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,1,Yes,3,2,0,6,1,3,5,3,1,3,34-38,6k-10k,6959.17264573991,0.8141772432486595,Below Avg,Female_Single,3-5 yrs,Yes,Yes_34-38,Bachelors,High,6-11 km,0-1,3–5 yrs,No
35,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,6,No,3,2,1,12,2,3,10,9,0,8,34-38,6k-10k,6959.17264573991,1.124127881033227,Above Avg,Male_Divorced,9-11 yrs,Yes,Yes_34-38,Masters,Very High,0-5 km,6+,6–10 yrs,No
39,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,7880,0,No,3,4,0,9,3,3,8,7,0,7,39-43,6k-10k,6959.17264573991,1.132318509848118,Above Avg,Male_Single,6-8 yrs,Yes,Yes_39-43,Doctorate,Low,0-5 km,,6–10 yrs,No
40,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,4,Sales Executive,2,Single,13194,4,Yes,3,4,0,22,2,2,1,0,0,0,39-43,11k-15k,6959.17264573991,1.895915027783765,Above Avg,Female_Single,,Yes,Yes_39-43,Bachelors,Medium,18+ km,4-5,0–2 yrs,Yes
47,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,5067,1,Yes,3,3,0,20,3,4,19,10,2,7,44-48,6k-10k,6281.252861602497,0.8066861996552847,Below Avg,Male_Divorced,9-11 yrs,Yes,Yes_44-48,Masters,High,12-17 km,0-1,6–10 yrs,No
36,Non-Travel,Sales,8,4,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,5079,4,No,3,4,2,12,3,3,7,7,0,7,34-38,6k-10k,6959.17264573991,0.7298281359795167,Below Avg,Male_Divorced,6-8 yrs,Yes,Yes_34-38,Masters,Low,6-11 km,4-5,6–10 yrs,No
31,Non-Travel,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,Single,2321,0,Yes,4,1,0,4,0,3,3,2,1,2,29-33,1k-5k,6281.252861602497,0.3695122694690972,Below Avg,Male_Single,0-2 yrs,Yes,Yes_29-33,College,High,6-11 km,,0–2 yrs,Yes
